entity1,relationship,entity2
Product_1480,bought_by,Customer_1606
Product_1199,belongs_to_category,Grocery
Product_1288,similar_to,Product_846
Product_1991,similar_to,Product_1416
Product_1328,complements,Product_464
Product_606,sold_by,Seller_438
Product_409,similar_to,Product_335
Product_85,bought_by,Customer_1658
Product_508,sold_by,Seller_389
Product_166,complements,Product_1773
Product_1484,belongs_to_category,Fashion
Product_1529,complements,Product_1280
Product_1132,reviewed_by,Customer_318
Product_660,complements,Product_153
Product_527,similar_to,Product_1318
Product_2000,similar_to,Product_1658
Product_1989,reviewed_by,Customer_25
Product_1445,reviewed_by,Customer_1822
Product_640,complements,Product_1613
Product_623,sold_by,Seller_492
Product_1420,similar_to,Product_1850
Product_1335,reviewed_by,Customer_66
Product_778,complements,Product_1652
Product_1641,complements,Product_717
Product_1222,complements,Product_1155
Product_869,belongs_to_category,Sports
Product_1060,bought_by,Customer_1713
Product_1090,belongs_to_category,Beauty
Product_1452,sold_by,Seller_175
Product_1077,complements,Product_191
Product_1195,sold_by,Seller_423
Product_294,belongs_to_category,Home
Product_729,bought_by,Customer_1977
Product_541,sold_by,Seller_227
Product_1252,similar_to,Product_668
Product_432,reviewed_by,Customer_1728
Product_1711,similar_to,Product_88
Product_246,reviewed_by,Customer_250
Product_297,belongs_to_category,Beauty
Product_581,complements,Product_200
Product_728,belongs_to_category,Sports
Product_573,belongs_to_category,Home
Product_1537,sold_by,Seller_488
Product_925,belongs_to_category,Sports
Product_373,bought_by,Customer_1579
Product_644,sold_by,Seller_308
Product_243,bought_by,Customer_435
Product_984,similar_to,Product_463
Product_643,reviewed_by,Customer_1238
Product_873,similar_to,Product_810
Product_50,similar_to,Product_1911
Product_1136,reviewed_by,Customer_652
Product_1574,complements,Product_215
Product_1152,sold_by,Seller_322
Product_1570,reviewed_by,Customer_877
Product_1579,sold_by,Seller_411
Product_1509,belongs_to_category,Electronics
Product_468,belongs_to_category,Beauty
Product_1128,complements,Product_1793
Product_617,complements,Product_423
Product_354,reviewed_by,Customer_1547
Product_1922,reviewed_by,Customer_1209
Product_1504,similar_to,Product_1614
Product_80,belongs_to_category,Home
Product_104,belongs_to_category,Fashion
Product_185,complements,Product_943
Product_242,belongs_to_category,Grocery
Product_1445,belongs_to_category,Electronics
Product_1381,bought_by,Customer_904
Product_559,sold_by,Seller_394
Product_1244,sold_by,Seller_411
Product_1673,sold_by,Seller_474
Product_448,sold_by,Seller_163
Product_751,sold_by,Seller_367
Product_587,reviewed_by,Customer_1992
Product_1058,complements,Product_892
Product_1354,bought_by,Customer_646
Product_178,complements,Product_1245
Product_933,sold_by,Seller_375
Product_64,reviewed_by,Customer_1422
Product_1678,sold_by,Seller_229
Product_662,bought_by,Customer_403
Product_437,complements,Product_1430
Product_1357,similar_to,Product_678
Product_11,belongs_to_category,Grocery
Product_1373,belongs_to_category,Grocery
Product_1437,belongs_to_category,Sports
Product_237,similar_to,Product_312
Product_306,belongs_to_category,Electronics
Product_9,bought_by,Customer_76
Product_179,similar_to,Product_431
Product_1438,complements,Product_1486
Product_304,complements,Product_1649
Product_517,complements,Product_1962
Product_806,reviewed_by,Customer_929
Product_724,complements,Product_1011
Product_533,belongs_to_category,Grocery
Product_339,reviewed_by,Customer_656
Product_755,reviewed_by,Customer_1038
Product_89,bought_by,Customer_188
Product_691,similar_to,Product_649
Product_1927,belongs_to_category,Grocery
Product_381,reviewed_by,Customer_427
Product_970,complements,Product_1226
Product_1548,reviewed_by,Customer_1844
Product_728,reviewed_by,Customer_1732
Product_822,complements,Product_1951
Product_457,belongs_to_category,Sports
Product_1854,belongs_to_category,Sports
Product_1599,bought_by,Customer_688
Product_972,sold_by,Seller_56
Product_1198,reviewed_by,Customer_721
Product_595,bought_by,Customer_49
Product_523,similar_to,Product_1221
Product_812,reviewed_by,Customer_599
Product_1651,sold_by,Seller_241
Product_1693,bought_by,Customer_934
Product_1271,reviewed_by,Customer_892
Product_1950,bought_by,Customer_114
Product_794,reviewed_by,Customer_13
Product_985,bought_by,Customer_1892
Product_1491,sold_by,Seller_107
Product_180,complements,Product_1628
Product_1285,sold_by,Seller_72
Product_1572,bought_by,Customer_694
Product_667,belongs_to_category,Beauty
Product_1170,sold_by,Seller_213
Product_1233,reviewed_by,Customer_1377
Product_1284,bought_by,Customer_378
Product_475,sold_by,Seller_160
Product_1578,reviewed_by,Customer_489
Product_714,complements,Product_1280
Product_1570,complements,Product_282
Product_1484,sold_by,Seller_270
Product_1524,reviewed_by,Customer_825
Product_659,reviewed_by,Customer_1389
Product_1843,reviewed_by,Customer_501
Product_1908,bought_by,Customer_1328
Product_1922,reviewed_by,Customer_690
Product_311,belongs_to_category,Books
Product_91,reviewed_by,Customer_494
Product_399,bought_by,Customer_707
Product_1,belongs_to_category,Beauty
Product_709,similar_to,Product_734
Product_233,similar_to,Product_1461
Product_1596,belongs_to_category,Beauty
Product_1954,complements,Product_825
Product_1699,sold_by,Seller_122
Product_1656,reviewed_by,Customer_899
Product_8,bought_by,Customer_328
Product_1378,bought_by,Customer_524
Product_1338,bought_by,Customer_1524
Product_1737,similar_to,Product_1222
Product_1339,complements,Product_1653
Product_291,complements,Product_1843
Product_980,similar_to,Product_479
Product_635,reviewed_by,Customer_900
Product_1841,sold_by,Seller_20
Product_1612,complements,Product_43
Product_1132,reviewed_by,Customer_633
Product_205,similar_to,Product_1058
Product_333,belongs_to_category,Beauty
Product_1107,belongs_to_category,Electronics
Product_509,bought_by,Customer_1363
Product_343,complements,Product_1216
Product_1448,bought_by,Customer_1411
Product_860,sold_by,Seller_226
Product_1867,similar_to,Product_791
Product_1294,belongs_to_category,Sports
Product_412,sold_by,Seller_256
Product_554,similar_to,Product_9
Product_150,similar_to,Product_991
Product_1022,similar_to,Product_1024
Product_1603,bought_by,Customer_1044
Product_517,similar_to,Product_1160
Product_253,similar_to,Product_807
Product_1114,bought_by,Customer_1989
Product_437,bought_by,Customer_1589
Product_562,reviewed_by,Customer_869
Product_1649,similar_to,Product_1703
Product_1204,complements,Product_1856
Product_1056,similar_to,Product_489
Product_615,sold_by,Seller_333
Product_1775,belongs_to_category,Sports
Product_555,complements,Product_183
Product_276,similar_to,Product_535
Product_1862,sold_by,Seller_199
Product_1206,complements,Product_967
Product_1097,complements,Product_1541
Product_1456,belongs_to_category,Home
Product_1406,bought_by,Customer_1625
Product_55,complements,Product_1620
Product_1257,belongs_to_category,Fashion
Product_1732,similar_to,Product_1208
Product_1193,similar_to,Product_844
Product_1052,belongs_to_category,Beauty
Product_211,belongs_to_category,Electronics
Product_348,bought_by,Customer_1447
Product_1336,belongs_to_category,Fashion
Product_1824,belongs_to_category,Electronics
Product_351,similar_to,Product_1112
Product_876,reviewed_by,Customer_1731
Product_407,reviewed_by,Customer_1319
Product_419,bought_by,Customer_1969
Product_1506,similar_to,Product_1721
Product_1437,similar_to,Product_376
Product_194,similar_to,Product_228
Product_304,sold_by,Seller_437
Product_1589,complements,Product_1180
Product_1755,similar_to,Product_1148
Product_395,belongs_to_category,Sports
Product_574,complements,Product_962
Product_1811,sold_by,Seller_314
Product_35,complements,Product_411
Product_1332,belongs_to_category,Sports
Product_1633,sold_by,Seller_162
Product_1010,similar_to,Product_267
Product_656,complements,Product_205
Product_1737,sold_by,Seller_225
Product_639,belongs_to_category,Beauty
Product_580,similar_to,Product_1955
Product_1740,reviewed_by,Customer_40
Product_1014,bought_by,Customer_566
Product_664,reviewed_by,Customer_1756
Product_542,bought_by,Customer_1781
Product_1891,sold_by,Seller_150
Product_1407,belongs_to_category,Electronics
Product_16,sold_by,Seller_115
Product_1862,bought_by,Customer_825
Product_1889,complements,Product_1399
Product_1756,reviewed_by,Customer_1879
Product_426,sold_by,Seller_475
Product_384,bought_by,Customer_631
Product_1147,complements,Product_692
Product_730,bought_by,Customer_1680
Product_134,bought_by,Customer_1820
Product_1323,bought_by,Customer_1062
Product_1043,sold_by,Seller_23
Product_1109,complements,Product_53
Product_290,sold_by,Seller_379
Product_314,reviewed_by,Customer_169
Product_1460,similar_to,Product_1107
Product_1920,belongs_to_category,Books
Product_1490,belongs_to_category,Books
Product_1843,bought_by,Customer_1335
Product_545,similar_to,Product_1122
Product_1648,bought_by,Customer_682
Product_84,complements,Product_1490
Product_593,belongs_to_category,Sports
Product_433,reviewed_by,Customer_738
Product_1722,similar_to,Product_1064
Product_1304,belongs_to_category,Sports
Product_1797,bought_by,Customer_310
Product_1623,sold_by,Seller_385
Product_1855,similar_to,Product_142
Product_1284,similar_to,Product_847
Product_962,complements,Product_485
Product_78,bought_by,Customer_839
Product_757,sold_by,Seller_92
Product_1543,complements,Product_1122
Product_415,complements,Product_1487
Product_873,belongs_to_category,Books
Product_174,complements,Product_1946
Product_101,belongs_to_category,Electronics
Product_500,bought_by,Customer_544
Product_351,sold_by,Seller_393
Product_578,complements,Product_1867
Product_1996,reviewed_by,Customer_1318
Product_1602,similar_to,Product_1100
Product_1857,complements,Product_1241
Product_376,complements,Product_1708
Product_7,similar_to,Product_435
Product_993,similar_to,Product_1836
Product_373,sold_by,Seller_325
Product_467,similar_to,Product_91
Product_855,sold_by,Seller_298
Product_1987,reviewed_by,Customer_338
Product_51,similar_to,Product_574
Product_969,belongs_to_category,Electronics
Product_1968,complements,Product_1913
Product_773,complements,Product_1227
Product_46,sold_by,Seller_267
Product_609,complements,Product_1897
Product_1435,bought_by,Customer_1947
Product_1505,similar_to,Product_1198
Product_1565,reviewed_by,Customer_914
Product_1045,reviewed_by,Customer_409
Product_93,complements,Product_359
Product_582,sold_by,Seller_313
Product_423,complements,Product_53
Product_362,reviewed_by,Customer_229
Product_1380,bought_by,Customer_1245
Product_704,bought_by,Customer_781
Product_1027,sold_by,Seller_338
Product_1355,belongs_to_category,Books
Product_217,bought_by,Customer_449
Product_1914,bought_by,Customer_110
Product_194,sold_by,Seller_284
Product_595,complements,Product_1142
Product_566,belongs_to_category,Sports
Product_1230,sold_by,Seller_416
Product_60,bought_by,Customer_358
Product_1521,similar_to,Product_1723
Product_766,reviewed_by,Customer_657
Product_612,sold_by,Seller_107
Product_1700,similar_to,Product_661
Product_1404,bought_by,Customer_756
Product_800,bought_by,Customer_1937
Product_1325,bought_by,Customer_170
Product_90,bought_by,Customer_629
Product_673,complements,Product_657
Product_475,sold_by,Seller_319
Product_439,belongs_to_category,Books
Product_413,bought_by,Customer_240
Product_846,reviewed_by,Customer_22
Product_624,bought_by,Customer_1852
Product_116,belongs_to_category,Electronics
Product_1166,bought_by,Customer_1908
Product_1586,similar_to,Product_1591
Product_415,belongs_to_category,Grocery
Product_494,reviewed_by,Customer_290
Product_730,bought_by,Customer_1780
Product_262,complements,Product_1
Product_1846,complements,Product_15
Product_1212,reviewed_by,Customer_1747
Product_576,reviewed_by,Customer_1152
Product_1072,reviewed_by,Customer_1805
Product_752,complements,Product_1243
Product_168,reviewed_by,Customer_1693
Product_1678,reviewed_by,Customer_24
Product_1329,belongs_to_category,Beauty
Product_77,reviewed_by,Customer_39
Product_513,sold_by,Seller_31
Product_1198,sold_by,Seller_489
Product_400,bought_by,Customer_1173
Product_282,complements,Product_1940
Product_642,belongs_to_category,Books
Product_501,belongs_to_category,Beauty
Product_1807,bought_by,Customer_440
Product_247,similar_to,Product_1163
Product_157,sold_by,Seller_13
Product_1173,reviewed_by,Customer_763
Product_220,sold_by,Seller_235
Product_1402,reviewed_by,Customer_1857
Product_1621,bought_by,Customer_637
Product_1213,bought_by,Customer_1893
Product_900,sold_by,Seller_478
Product_14,reviewed_by,Customer_70
Product_792,complements,Product_1794
Product_130,bought_by,Customer_1033
Product_1721,reviewed_by,Customer_638
Product_91,bought_by,Customer_550
Product_794,complements,Product_805
Product_905,complements,Product_115
Product_848,belongs_to_category,Home
Product_1154,sold_by,Seller_71
Product_152,reviewed_by,Customer_1718
Product_1091,bought_by,Customer_450
Product_323,bought_by,Customer_1408
Product_1940,complements,Product_1548
Product_856,similar_to,Product_1471
Product_1485,reviewed_by,Customer_553
Product_409,belongs_to_category,Grocery
Product_1765,reviewed_by,Customer_299
Product_911,belongs_to_category,Beauty
Product_284,sold_by,Seller_244
Product_1958,similar_to,Product_879
Product_1488,similar_to,Product_1412
Product_852,bought_by,Customer_248
Product_1277,sold_by,Seller_111
Product_504,complements,Product_939
Product_1989,reviewed_by,Customer_1111
Product_1393,similar_to,Product_887
Product_1018,sold_by,Seller_74
Product_1799,sold_by,Seller_279
Product_944,bought_by,Customer_1360
Product_299,similar_to,Product_116
Product_1303,belongs_to_category,Sports
Product_1550,sold_by,Seller_336
Product_906,sold_by,Seller_415
Product_585,sold_by,Seller_41
Product_1700,bought_by,Customer_1626
Product_742,similar_to,Product_1110
Product_1984,reviewed_by,Customer_1316
Product_1038,sold_by,Seller_208
Product_651,complements,Product_1585
Product_707,bought_by,Customer_1724
Product_667,complements,Product_1683
Product_792,bought_by,Customer_930
Product_1599,complements,Product_542
Product_1621,sold_by,Seller_37
Product_79,reviewed_by,Customer_1921
Product_520,similar_to,Product_1731
Product_277,bought_by,Customer_286
Product_1621,reviewed_by,Customer_835
Product_870,bought_by,Customer_483
Product_1648,bought_by,Customer_1606
Product_1933,sold_by,Seller_373
Product_582,belongs_to_category,Sports
Product_1279,similar_to,Product_114
Product_1894,reviewed_by,Customer_1656
Product_523,sold_by,Seller_247
Product_42,belongs_to_category,Fashion
Product_1058,bought_by,Customer_203
Product_81,complements,Product_1605
Product_1218,complements,Product_1832
Product_911,belongs_to_category,Fashion
Product_1536,similar_to,Product_1853
Product_1245,belongs_to_category,Home
Product_978,complements,Product_1614
Product_1943,bought_by,Customer_1243
Product_1068,sold_by,Seller_351
Product_1947,reviewed_by,Customer_1259
Product_802,sold_by,Seller_117
Product_174,sold_by,Seller_16
Product_231,reviewed_by,Customer_930
Product_545,reviewed_by,Customer_573
Product_357,reviewed_by,Customer_311
Product_1011,belongs_to_category,Electronics
Product_237,bought_by,Customer_202
Product_1354,belongs_to_category,Fashion
Product_216,bought_by,Customer_1721
Product_1425,bought_by,Customer_1649
Product_1953,similar_to,Product_1574
Product_904,belongs_to_category,Sports
Product_1753,sold_by,Seller_348
Product_1465,bought_by,Customer_895
Product_1095,bought_by,Customer_319
Product_1913,belongs_to_category,Sports
Product_180,belongs_to_category,Beauty
Product_578,reviewed_by,Customer_184
Product_412,bought_by,Customer_1830
Product_983,reviewed_by,Customer_1149
Product_1269,bought_by,Customer_1219
Product_1517,bought_by,Customer_262
Product_1964,belongs_to_category,Grocery
Product_462,bought_by,Customer_1540
Product_1065,complements,Product_1070
Product_842,belongs_to_category,Grocery
Product_16,belongs_to_category,Beauty
Product_1412,complements,Product_1100
Product_1436,complements,Product_1363
Product_163,bought_by,Customer_1131
Product_1746,complements,Product_733
Product_217,belongs_to_category,Home
Product_264,bought_by,Customer_846
Product_1518,sold_by,Seller_262
Product_370,similar_to,Product_243
Product_1575,belongs_to_category,Home
Product_926,sold_by,Seller_400
Product_1225,complements,Product_930
Product_27,belongs_to_category,Electronics
Product_1217,bought_by,Customer_1166
Product_73,complements,Product_1552
Product_887,similar_to,Product_188
Product_1604,bought_by,Customer_1693
Product_1370,similar_to,Product_429
Product_288,bought_by,Customer_271
Product_1913,similar_to,Product_986
Product_570,sold_by,Seller_79
Product_308,reviewed_by,Customer_1199
Product_1447,complements,Product_551
Product_971,bought_by,Customer_1523
Product_947,similar_to,Product_1926
Product_1577,reviewed_by,Customer_627
Product_453,reviewed_by,Customer_645
Product_886,belongs_to_category,Home
Product_462,belongs_to_category,Fashion
Product_748,similar_to,Product_634
Product_1525,sold_by,Seller_492
Product_1692,bought_by,Customer_1508
Product_702,complements,Product_1989
Product_1411,sold_by,Seller_211
Product_1541,complements,Product_1407
Product_135,bought_by,Customer_1567
Product_1305,bought_by,Customer_913
Product_1693,belongs_to_category,Home
Product_1790,complements,Product_876
Product_1466,similar_to,Product_930
Product_980,sold_by,Seller_300
Product_1011,reviewed_by,Customer_368
Product_1791,similar_to,Product_109
Product_1852,belongs_to_category,Fashion
Product_796,complements,Product_674
Product_715,complements,Product_3
Product_37,belongs_to_category,Beauty
Product_984,complements,Product_1815
Product_344,belongs_to_category,Electronics
Product_258,reviewed_by,Customer_1406
Product_1698,complements,Product_1563
Product_677,sold_by,Seller_193
Product_1393,similar_to,Product_1124
Product_110,similar_to,Product_145
Product_1505,reviewed_by,Customer_122
Product_1867,complements,Product_491
Product_1762,bought_by,Customer_1926
Product_529,belongs_to_category,Electronics
Product_630,reviewed_by,Customer_896
Product_860,complements,Product_1835
Product_915,complements,Product_1835
Product_120,complements,Product_1346
Product_1219,complements,Product_187
Product_978,reviewed_by,Customer_760
Product_1923,complements,Product_1255
Product_1848,complements,Product_756
Product_1972,complements,Product_58
Product_1278,sold_by,Seller_183
Product_1948,sold_by,Seller_128
Product_454,bought_by,Customer_1723
Product_49,reviewed_by,Customer_1864
Product_1442,similar_to,Product_342
Product_1047,complements,Product_1178
Product_943,bought_by,Customer_1987
Product_1573,sold_by,Seller_443
Product_752,reviewed_by,Customer_1516
Product_740,belongs_to_category,Grocery
Product_1490,sold_by,Seller_420
Product_1684,belongs_to_category,Electronics
Product_1217,sold_by,Seller_107
Product_829,reviewed_by,Customer_498
Product_732,similar_to,Product_235
Product_1709,belongs_to_category,Beauty
Product_657,similar_to,Product_575
Product_1953,bought_by,Customer_237
Product_145,complements,Product_1610
Product_1976,reviewed_by,Customer_1780
Product_1830,reviewed_by,Customer_1529
Product_155,bought_by,Customer_995
Product_737,bought_by,Customer_65
Product_2000,similar_to,Product_404
Product_243,reviewed_by,Customer_724
Product_633,belongs_to_category,Fashion
Product_2000,complements,Product_221
Product_612,complements,Product_203
Product_995,belongs_to_category,Beauty
Product_1293,similar_to,Product_968
Product_730,belongs_to_category,Home
Product_644,similar_to,Product_627
Product_625,sold_by,Seller_221
Product_750,similar_to,Product_342
Product_1384,reviewed_by,Customer_1237
Product_1704,reviewed_by,Customer_1556
Product_1129,sold_by,Seller_328
Product_1609,bought_by,Customer_496
Product_471,sold_by,Seller_306
Product_1837,similar_to,Product_1814
Product_951,sold_by,Seller_70
Product_1631,belongs_to_category,Grocery
Product_1094,similar_to,Product_1389
Product_470,similar_to,Product_1877
Product_699,sold_by,Seller_207
Product_1921,similar_to,Product_1042
Product_324,reviewed_by,Customer_860
Product_1216,belongs_to_category,Electronics
Product_1748,similar_to,Product_732
Product_714,complements,Product_1009
Product_833,complements,Product_330
Product_243,complements,Product_1701
Product_882,bought_by,Customer_1548
Product_219,sold_by,Seller_134
Product_1491,complements,Product_1708
Product_642,bought_by,Customer_1159
Product_17,complements,Product_511
Product_80,reviewed_by,Customer_400
Product_1855,bought_by,Customer_1252
Product_220,bought_by,Customer_481
Product_1877,bought_by,Customer_1986
Product_1833,bought_by,Customer_1452
Product_1025,similar_to,Product_879
Product_919,belongs_to_category,Books
Product_1209,complements,Product_1988
Product_447,complements,Product_465
Product_1454,complements,Product_1791
Product_1760,bought_by,Customer_1533
Product_1434,sold_by,Seller_66
Product_608,complements,Product_121
Product_1577,bought_by,Customer_1468
Product_390,belongs_to_category,Home
Product_381,complements,Product_586
Product_1213,reviewed_by,Customer_496
Product_1620,complements,Product_70
Product_752,belongs_to_category,Beauty
Product_1207,sold_by,Seller_493
Product_179,bought_by,Customer_961
Product_313,reviewed_by,Customer_297
Product_913,reviewed_by,Customer_1965
Product_429,complements,Product_1240
Product_863,similar_to,Product_1889
Product_125,bought_by,Customer_1550
Product_268,reviewed_by,Customer_819
Product_1224,similar_to,Product_118
Product_790,bought_by,Customer_1398
Product_47,reviewed_by,Customer_66
Product_10,bought_by,Customer_1991
Product_1628,sold_by,Seller_324
Product_1782,complements,Product_1080
Product_1306,reviewed_by,Customer_1594
Product_1196,sold_by,Seller_278
Product_123,complements,Product_1692
Product_1542,similar_to,Product_661
Product_323,bought_by,Customer_71
Product_822,reviewed_by,Customer_102
Product_860,sold_by,Seller_72
Product_98,bought_by,Customer_371
Product_811,similar_to,Product_1216
Product_1558,reviewed_by,Customer_1867
Product_496,belongs_to_category,Sports
Product_1779,belongs_to_category,Fashion
Product_1800,belongs_to_category,Home
Product_1700,reviewed_by,Customer_1993
Product_1250,belongs_to_category,Home
Product_789,sold_by,Seller_213
Product_1629,complements,Product_390
Product_433,bought_by,Customer_1371
Product_290,complements,Product_1190
Product_581,bought_by,Customer_1951
Product_1176,sold_by,Seller_437
Product_930,belongs_to_category,Books
Product_416,bought_by,Customer_1931
Product_623,bought_by,Customer_1009
Product_305,complements,Product_1671
Product_1078,complements,Product_306
Product_820,sold_by,Seller_188
Product_798,bought_by,Customer_356
Product_588,sold_by,Seller_485
Product_1632,sold_by,Seller_217
Product_1130,complements,Product_1636
Product_1831,reviewed_by,Customer_1763
Product_695,similar_to,Product_35
Product_927,complements,Product_969
Product_251,belongs_to_category,Sports
Product_1276,reviewed_by,Customer_1199
Product_1036,similar_to,Product_772
Product_1429,complements,Product_565
Product_446,bought_by,Customer_383
Product_248,reviewed_by,Customer_1400
Product_1416,belongs_to_category,Home
Product_191,similar_to,Product_1690
Product_416,belongs_to_category,Home
Product_268,reviewed_by,Customer_433
Product_1584,belongs_to_category,Home
Product_1497,belongs_to_category,Beauty
Product_161,reviewed_by,Customer_415
Product_1669,belongs_to_category,Books
Product_316,bought_by,Customer_1450
Product_1305,complements,Product_465
Product_1853,belongs_to_category,Fashion
Product_1280,sold_by,Seller_38
Product_155,sold_by,Seller_135
Product_294,complements,Product_858
Product_1198,sold_by,Seller_206
Product_208,bought_by,Customer_1887
Product_328,reviewed_by,Customer_976
Product_580,complements,Product_339
Product_1299,reviewed_by,Customer_113
Product_1941,complements,Product_849
Product_391,sold_by,Seller_186
Product_1838,sold_by,Seller_366
Product_1795,similar_to,Product_1403
Product_259,reviewed_by,Customer_823
Product_129,reviewed_by,Customer_976
Product_1080,complements,Product_182
Product_33,similar_to,Product_1406
Product_1643,sold_by,Seller_425
Product_448,belongs_to_category,Sports
Product_1862,complements,Product_606
Product_1126,similar_to,Product_875
Product_1140,reviewed_by,Customer_1678
Product_332,sold_by,Seller_178
Product_1311,reviewed_by,Customer_1189
Product_482,complements,Product_779
Product_276,similar_to,Product_1277
Product_1497,similar_to,Product_1510
Product_168,sold_by,Seller_29
Product_757,sold_by,Seller_407
Product_704,bought_by,Customer_333
Product_1011,bought_by,Customer_1743
Product_603,bought_by,Customer_735
Product_500,similar_to,Product_404
Product_781,bought_by,Customer_280
Product_28,complements,Product_1966
Product_798,belongs_to_category,Home
Product_543,belongs_to_category,Books
Product_1385,belongs_to_category,Electronics
Product_541,similar_to,Product_979
Product_1894,reviewed_by,Customer_47
Product_304,reviewed_by,Customer_1531
Product_749,sold_by,Seller_379
Product_1543,similar_to,Product_60
Product_448,complements,Product_603
Product_221,sold_by,Seller_185
Product_2,bought_by,Customer_1132
Product_1269,complements,Product_1543
Product_516,sold_by,Seller_23
Product_1322,bought_by,Customer_1963
Product_292,bought_by,Customer_921
Product_81,belongs_to_category,Grocery
Product_611,complements,Product_1289
Product_956,reviewed_by,Customer_304
Product_431,belongs_to_category,Grocery
Product_936,reviewed_by,Customer_789
Product_18,complements,Product_206
Product_222,belongs_to_category,Sports
Product_732,bought_by,Customer_1
Product_316,reviewed_by,Customer_66
Product_428,bought_by,Customer_217
Product_1873,reviewed_by,Customer_941
Product_1492,sold_by,Seller_396
Product_699,similar_to,Product_798
Product_731,complements,Product_985
Product_1648,similar_to,Product_388
Product_53,similar_to,Product_1644
Product_1905,bought_by,Customer_575
Product_1162,bought_by,Customer_78
Product_1244,complements,Product_1940
Product_1716,reviewed_by,Customer_818
Product_1132,sold_by,Seller_206
Product_1010,reviewed_by,Customer_1434
Product_1319,bought_by,Customer_1957
Product_557,reviewed_by,Customer_580
Product_543,reviewed_by,Customer_628
Product_672,complements,Product_1958
Product_897,complements,Product_597
Product_240,similar_to,Product_1215
Product_130,complements,Product_524
Product_1871,bought_by,Customer_886
Product_605,reviewed_by,Customer_731
Product_1073,belongs_to_category,Home
Product_500,complements,Product_377
Product_1218,belongs_to_category,Beauty
Product_579,bought_by,Customer_757
Product_723,sold_by,Seller_269
Product_1792,sold_by,Seller_453
Product_126,complements,Product_1636
Product_1018,similar_to,Product_1918
Product_698,sold_by,Seller_215
Product_139,similar_to,Product_566
Product_1910,similar_to,Product_441
Product_554,reviewed_by,Customer_1497
Product_1762,belongs_to_category,Home
Product_1934,bought_by,Customer_958
Product_1253,sold_by,Seller_6
Product_1708,reviewed_by,Customer_1280
Product_638,similar_to,Product_601
Product_805,belongs_to_category,Electronics
Product_1353,sold_by,Seller_33
Product_1112,bought_by,Customer_1332
Product_301,reviewed_by,Customer_1809
Product_697,reviewed_by,Customer_1774
Product_1777,sold_by,Seller_16
Product_1552,similar_to,Product_1226
Product_538,complements,Product_793
Product_1335,sold_by,Seller_43
Product_239,similar_to,Product_1587
Product_1956,sold_by,Seller_203
Product_1418,complements,Product_1488
Product_26,belongs_to_category,Fashion
Product_581,belongs_to_category,Grocery
Product_1263,bought_by,Customer_1958
Product_770,similar_to,Product_882
Product_1002,belongs_to_category,Grocery
Product_903,sold_by,Seller_220
Product_412,complements,Product_71
Product_1666,similar_to,Product_1356
Product_1171,sold_by,Seller_492
Product_137,sold_by,Seller_438
Product_1590,sold_by,Seller_242
Product_305,belongs_to_category,Electronics
Product_1019,sold_by,Seller_35
Product_825,similar_to,Product_170
Product_1075,sold_by,Seller_52
Product_499,complements,Product_385
Product_1290,belongs_to_category,Fashion
Product_349,belongs_to_category,Electronics
Product_687,complements,Product_1350
Product_570,similar_to,Product_599
Product_1979,belongs_to_category,Sports
Product_498,bought_by,Customer_685
Product_986,reviewed_by,Customer_234
Product_1872,reviewed_by,Customer_638
Product_1819,complements,Product_1964
Product_270,similar_to,Product_1844
Product_1745,sold_by,Seller_292
Product_229,sold_by,Seller_286
Product_1185,complements,Product_793
Product_1831,similar_to,Product_1969
Product_1944,sold_by,Seller_91
Product_637,similar_to,Product_1154
Product_796,belongs_to_category,Grocery
Product_1443,sold_by,Seller_144
Product_1042,reviewed_by,Customer_1243
Product_1681,sold_by,Seller_449
Product_354,reviewed_by,Customer_1638
Product_450,bought_by,Customer_1610
Product_1101,reviewed_by,Customer_162
Product_5,similar_to,Product_903
Product_162,bought_by,Customer_1072
Product_994,sold_by,Seller_142
Product_349,bought_by,Customer_45
Product_376,belongs_to_category,Fashion
Product_1861,complements,Product_947
Product_1241,sold_by,Seller_44
Product_1923,bought_by,Customer_863
Product_1118,similar_to,Product_140
Product_934,reviewed_by,Customer_1272
Product_1008,sold_by,Seller_263
Product_1662,similar_to,Product_192
Product_1813,reviewed_by,Customer_11
Product_1041,complements,Product_149
Product_71,sold_by,Seller_228
Product_1876,similar_to,Product_1816
Product_1487,bought_by,Customer_639
Product_1359,bought_by,Customer_1564
Product_1199,reviewed_by,Customer_71
Product_209,belongs_to_category,Grocery
Product_784,belongs_to_category,Beauty
Product_1100,belongs_to_category,Grocery
Product_296,complements,Product_17
Product_116,bought_by,Customer_721
Product_1896,reviewed_by,Customer_1422
Product_1264,sold_by,Seller_402
Product_1459,reviewed_by,Customer_1923
Product_1194,sold_by,Seller_355
Product_1287,reviewed_by,Customer_1936
Product_1782,belongs_to_category,Home
Product_1425,belongs_to_category,Electronics
Product_1470,sold_by,Seller_353
Product_963,complements,Product_1354
Product_147,bought_by,Customer_994
Product_300,belongs_to_category,Beauty
Product_468,sold_by,Seller_385
Product_926,sold_by,Seller_171
Product_764,reviewed_by,Customer_631
Product_1077,reviewed_by,Customer_632
Product_1044,bought_by,Customer_1736
Product_1074,bought_by,Customer_1802
Product_1651,sold_by,Seller_58
Product_1984,complements,Product_1315
Product_1306,reviewed_by,Customer_1948
Product_360,reviewed_by,Customer_1436
